#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr6	144750000	145000000	P5_DCIS	0.950358	3	103	137	173	0.441935	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	144750000	145000000	P5_INV	1.1531	3	77	108	123	0.467532	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	145000000	145250000	P5_DCIS	0.92377	19	105	811	1185	0.406313	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	145000000	145250000	P5_INV	1.14031	16	113	859	958	0.472757	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	145750000	146000000	P5_DCIS	0.909582	1	40	19	21	0.475	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr6	145750000	146000000	P5_INV	1.1354	1	12	5	7	0.416667	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr6	146000000	146250000	P5_DCIS	0.911345	23	73	731	967	0.430506	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	146000000	146250000	P5_INV	1.07611	14	84	538	643	0.455546	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	146250000	146500000	P5_DCIS	0.806597	4	48	82	113	0.420513	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	146250000	146500000	P5_INV	0.995185	3	35	43	64	0.401869	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	146750000	147000000	P5_DCIS	0.825909	7	57	170	230	0.425	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	146750000	147000000	P5_INV	1.04793	7	43	132	171	0.435644	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	147000000	147250000	P5_DCIS	0.819927	4	63	119	136	0.466667	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	147000000	147250000	P5_INV	1.05978	1	167	80	87	0.479042	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	147500000	147750000	P5_DCIS	0.889912	4	104	195	222	0.467626	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	147500000	147750000	P5_INV	1.06819	3	105	140	175	0.444444	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	147750000	148000000	P5_DCIS	0.840443	1	35	14	21	0.4	6	1|1	0.320065	4|0	0	2|2	0.297808	5|2	0.195104	4|1	0.187023
chr6	147750000	148000000	P5_INV	1.14565	1	8	1	7	0.125	6	1|1	0.55936	4|0	0.279445	2|2	0	5|2	0.161195	4|1	0
chr6	148500000	148750000	P5_DCIS	1.12331	1	39	16	23	0.410256	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr6	148500000	148750000	P5_INV	1.28774	1	30	12	18	0.4	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr6	148750000	149000000	P5_DCIS	1.00446	13	59	312	462	0.403101	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	148750000	149000000	P5_INV	1.17178	9	50	213	242	0.468132	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	149000000	149250000	P5_DCIS	0.89696	2	27	17	38	0.309091	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr6	149000000	149250000	P5_INV	1.14718	1	11	3	8	0.272727	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr6	149250000	149500000	P5_DCIS	0.926723	2	84	67	101	0.39881	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	149250000	149500000	P5_INV	1.09286	2	57	55	59	0.482456	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	149500000	149750000	P5_DCIS	0.984846	8	104	341	494	0.408383	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	149500000	149750000	P5_INV	1.15888	8	100	376	425	0.469413	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	149750000	150000000	P5_DCIS	1.11958	14	72	452	563	0.44532	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr6	149750000	150000000	P5_INV	1.35023	10	61	266	348	0.433225	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr6	150000000	150250000	P5_DCIS	1.15228	26	94	1035	1426	0.420561	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	150000000	150250000	P5_INV	1.24947	23	78	802	1011	0.442361	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	150250000	150500000	P5_DCIS	0.968079	5	88	193	247	0.438636	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	150250000	150500000	P5_INV	1.06294	4	79	141	175	0.446203	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	150500000	150750000	P5_DCIS	0.91627	12	59	310	407	0.432357	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	150500000	150750000	P5_INV	1.15748	10	49	231	261	0.469512	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	151000000	151250000	P5_DCIS	1.00922	9	104	437	507	0.462924	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	151000000	151250000	P5_INV	1.23925	8	102	379	442	0.461632	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	151250000	151500000	P5_DCIS	1.04264	19	63	492	705	0.411028	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr6	151250000	151500000	P5_INV	1.2478	15	58	412	462	0.471396	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr6	151500000	151750000	P5_DCIS	1.04797	18	104	824	1048	0.440171	35	1|1	0.320065	6|2	0	3|2	0.297808	2|2	0.195104	6|2	0.187023
chr6	151500000	151750000	P5_INV	1.53299	18	89	647	963	0.401863	35	1|1	0.55936	6|2	0.279445	3|2	0	2|2	0.161195	6|2	0
chr6	151750000	152000000	P5_DCIS	1.22403	9	129	452	716	0.386986	35	1|1	0.320065	6|2	0	3|2	0.297808	2|2	0.195104	6|2	0.187023
chr6	151750000	152000000	P5_INV	1.63338	8	147	433	747	0.366949	35	1|1	0.55936	6|2	0.279445	3|2	0	2|2	0.161195	6|2	0
chr6	152000000	152250000	P5_DCIS	1.07839	1	84	32	52	0.380952	35	1|1	0.320065	6|2	0	3|2	0.297808	2|2	0.195104	6|2	0.187023
chr6	152000000	152250000	P5_INV	1.34668	1	35	13	22	0.371429	35	1|1	0.55936	6|2	0.279445	3|2	0	2|2	0.161195	6|2	0
chr6	152250000	152500000	P5_DCIS	0.995121	4	97	170	221	0.434783	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	152250000	152500000	P5_INV	1.02605	4	84	151	186	0.448071	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	152500000	152750000	P5_DCIS	0.96363	43	67	1257	1635	0.434647	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	152500000	152750000	P5_INV	1.05897	34	59	936	1095	0.460857	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	152750000	153000000	P5_DCIS	0.835887	4	61	106	139	0.432653	12	1|1	0.320065	2|2	0	2|2	0.297808	2|2	0.195104	2|2	0.187023
chr6	152750000	153000000	P5_INV	0.970375	3	54	77	86	0.472393	12	1|1	0.55936	2|2	0.279445	2|2	0	2|2	0.161195	2|2	0
chr6	153250000	153500000	P5_DCIS	0.930485	4	44	82	94	0.465909	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	153250000	153500000	P5_INV	1.01212	3	53	76	83	0.477987	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	153500000	153750000	P5_DCIS	0.785815	3	25	31	45	0.407895	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	153500000	153750000	P5_INV	1.03429	3	31	44	51	0.463158	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	154250000	154500000	P5_DCIS	0.799077	6	56	146	192	0.431953	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	154250000	154500000	P5_INV	1.01288	5	52	124	140	0.469697	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	154500000	154750000	P5_DCIS	0.908823	9	59	217	316	0.407129	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	154500000	154750000	P5_INV	1.05908	6	55	151	184	0.450746	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	154750000	155000000	P5_DCIS	0.97299	4	64	112	146	0.434109	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	154750000	155000000	P5_INV	1.09899	3	57	79	94	0.456647	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	155000000	155250000	P5_DCIS	0.932651	7	59	183	235	0.437799	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	155000000	155250000	P5_INV	1.04742	5	41	90	115	0.439024	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	155250000	155500000	P5_DCIS	0.993792	2	31	24	39	0.380952	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	155250000	155500000	P5_INV	1.05081	2	20	18	23	0.439024	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	155500000	155750000	P5_DCIS	0.907751	4	92	167	203	0.451351	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	155500000	155750000	P5_INV	1.00779	4	66	107	159	0.402256	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	155750000	156000000	P5_DCIS	0.805367	3	42	47	81	0.367188	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	155750000	156000000	P5_INV	1.00556	3	22	30	38	0.441176	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	156250000	156500000	P5_DCIS	0.820214	1	11	2	9	0.181818	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr6	156250000	156500000	P5_INV	0.927258	1	17	6	11	0.352941	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr6	157250000	157500000	P5_DCIS	0.930374	4	32	52	79	0.396947	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	157250000	157500000	P5_INV	0.990829	3	18	25	30	0.454545	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	157750000	158000000	P5_DCIS	0.983377	1	24	8	16	0.333333	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	157750000	158000000	P5_INV	1.03294	1	32	13	19	0.40625	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	158000000	158250000	P5_DCIS	0.943868	2	39	37	42	0.468354	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	158000000	158250000	P5_INV	1.10707	2	20	18	22	0.45	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	158250000	158500000	P5_DCIS	1.0392	4	77	121	189	0.390323	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	158250000	158500000	P5_INV	1.07597	4	96	175	210	0.454545	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	158500000	158750000	P5_DCIS	1.04625	4	51	65	141	0.315534	3	1|1	0.320065	3|3	0	2|2	0.297808	6|2	0.195104	2|2	0.187023
chr6	158500000	158750000	P5_INV	1.20002	4	22	39	49	0.443182	3	1|1	0.55936	3|3	0.279445	2|2	0	6|2	0.161195	2|2	0
chr6	158750000	159000000	P5_DCIS	1.06607	8	59	202	276	0.422594	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	158750000	159000000	P5_INV	1.05737	7	41	119	169	0.413194	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	159000000	159250000	P5_DCIS	1.11267	9	37	132	208	0.388235	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	159000000	159250000	P5_INV	1.13499	5	28	62	81	0.433566	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	159250000	159500000	P5_DCIS	1.10927	10	78	320	462	0.409207	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	159250000	159500000	P5_INV	1.04227	9	44	173	230	0.42928	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	159500000	159750000	P5_DCIS	0.836984	46	59	1113	1603	0.409794	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	159500000	159750000	P5_INV	0.952003	37	48	743	1067	0.410497	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	159750000	160000000	P5_DCIS	0.768342	6	24	58	87	0.4	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	159750000	160000000	P5_INV	0.991151	3	30	42	48	0.466667	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	160000000	160250000	P5_DCIS	1.03703	47	87	1674	2430	0.407895	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	160000000	160250000	P5_INV	1.07245	41	66	1166	1578	0.424927	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	160250000	160500000	P5_DCIS	0.950614	18	55	417	577	0.419517	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	160250000	160500000	P5_INV	1.0209	12	55	289	372	0.437216	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	160500000	160750000	P5_DCIS	0.873119	24	45	474	627	0.430518	12	1|1	0.320065	2|2	0	2|2	0.297808	2|2	0.195104	2|2	0.187023
chr6	160500000	160750000	P5_INV	0.943595	27	35	403	563	0.417184	12	1|1	0.55936	2|2	0.279445	2|2	0	2|2	0.161195	2|2	0
chr6	160750000	161000000	P5_DCIS	0.853453	14	57	351	449	0.43875	12	1|1	0.320065	2|2	0	2|2	0.297808	2|2	0.195104	2|2	0.187023
chr6	160750000	161000000	P5_INV	0.934694	9	50	203	249	0.449115	12	1|1	0.55936	2|2	0.279445	2|2	0	2|2	0.161195	2|2	0
chr6	161000000	161250000	P5_DCIS	0.835514	10	53	215	316	0.404896	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	161000000	161250000	P5_INV	0.890337	5	36	77	105	0.423077	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	161250000	161500000	P5_DCIS	0.863923	4	23	30	64	0.319149	31	1|1	0.320065	3|1	0	3|1	0.297808	3|1	0.195104	3|1	0.187023
chr6	161250000	161500000	P5_INV	0.909707	1	8	3	5	0.375	31	1|1	0.55936	3|1	0.279445	3|1	0	3|1	0.161195	3|1	0
chr6	161500000	161750000	P5_DCIS	0.843284	9	47	181	245	0.424883	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	161500000	161750000	P5_INV	0.969266	6	37	99	127	0.438053	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	161750000	162000000	P5_DCIS	0.825283	5	53	119	150	0.442379	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	161750000	162000000	P5_INV	0.969685	4	54	91	126	0.419355	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	162750000	163000000	P5_DCIS	0.819368	8	18	63	81	0.4375	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	162750000	163000000	P5_INV	1.04683	8	13	40	66	0.377358	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	163000000	163250000	P5_DCIS	0.844444	3	53	62	99	0.385093	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	163000000	163250000	P5_INV	0.954813	2	18	16	20	0.444444	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	163750000	164000000	P5_DCIS	0.914083	2	102	68	137	0.331707	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	163750000	164000000	P5_INV	0.994804	2	71	68	74	0.478873	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	165500000	165750000	P5_DCIS	0.811583	3	39	42	76	0.355932	5	1|1	0.320065	3|1	0	2|2	0.297808	3|1	0.195104	2|0	0.187023
chr6	165500000	165750000	P5_INV	1.01605	2	22	17	28	0.377778	5	1|1	0.55936	3|1	0.279445	2|2	0	3|1	0.161195	2|0	0
chr6	165750000	166000000	P5_DCIS	0.827544	9	36	137	191	0.417683	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	165750000	166000000	P5_INV	0.986309	4	31	58	69	0.456693	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	166250000	166500000	P5_DCIS	0.773083	1	17	4	13	0.235294	25	1|1	0.320065	2|1	0	2|1	0.297808	2|1	0.195104	2|1	0.187023
chr6	166250000	166500000	P5_INV	0.963193	1	13	6	7	0.461538	25	1|1	0.55936	2|1	0.279445	2|1	0	2|1	0.161195	2|1	0
chr6	166500000	166750000	P5_DCIS	0.898806	13	70	366	547	0.400876	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	166500000	166750000	P5_INV	1.00181	11	73	332	475	0.4114	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	166750000	167000000	P5_DCIS	0.981626	2	22	22	23	0.488889	8	1|1	0.320065	3|3	0	4|4	0.297808	3|3	0.195104	2|2	0.187023
chr6	166750000	167000000	P5_INV	1.01301	2	8	8	8	0.5	8	1|1	0.55936	3|3	0.279445	4|4	0	3|3	0.161195	2|2	0
chr6	167250000	167500000	P5_DCIS	1.01708	18	97	729	1019	0.417048	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	167250000	167500000	P5_INV	1.06366	12	107	610	681	0.472502	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	167500000	167750000	P5_DCIS	0.942527	18	69	459	788	0.368083	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	167500000	167750000	P5_INV	0.979732	13	52	268	408	0.39645	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	167750000	168000000	P5_DCIS	0.975847	19	60	460	681	0.403155	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	167750000	168000000	P5_INV	1.03226	17	47	368	442	0.454321	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	168250000	168500000	P5_DCIS	0.930248	38	58	915	1292	0.41459	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	168250000	168500000	P5_INV	0.985882	25	57	642	801	0.444906	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	168500000	168750000	P5_DCIS	0.762088	9	52	187	288	0.393684	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	168500000	168750000	P5_INV	0.903589	9	56	234	272	0.462451	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	168750000	169000000	P5_DCIS	0.833199	1	107	44	63	0.411215	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	168750000	169000000	P5_INV	1.0098	1	92	40	52	0.434783	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	169000000	169250000	P5_DCIS	0.80949	5	46	94	136	0.408696	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	169000000	169250000	P5_INV	1.04309	3	54	66	96	0.407407	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	169500000	169750000	P5_DCIS	0.847236	19	57	442	644	0.406998	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	169500000	169750000	P5_INV	0.971359	15	53	367	431	0.4599	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	169750000	170000000	P5_DCIS	0.91017	2	61	42	80	0.344262	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	169750000	170000000	P5_INV	1.0396	1	84	36	48	0.428571	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	170000000	170250000	P5_DCIS	0.947665	22	79	731	1007	0.420598	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	170000000	170250000	P5_INV	1.04181	18	75	611	739	0.452593	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr6	170750000	171000000	P5_DCIS	0.961247	13	71	389	535	0.420996	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr6	170750000	171000000	P5_INV	1.04727	10	67	304	371	0.45037	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	1	250000	P5_DCIS	0.894794	8	65	211	311	0.404215	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	1	250000	P5_INV	0.791291	6	50	120	185	0.393443	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	250000	500000	P5_DCIS	0.884227	6	38	94	137	0.406926	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	250000	500000	P5_INV	0.895648	5	30	56	96	0.368421	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	500000	750000	P5_DCIS	0.917499	4	54	82	136	0.376147	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	500000	750000	P5_INV	1.00103	4	51	91	113	0.446078	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	750000	1000000	P5_DCIS	1.01941	44	50	852	1359	0.385346	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	750000	1000000	P5_INV	0.930894	28	45	529	745	0.415228	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	1000000	1250000	P5_DCIS	1.05152	26	54	542	883	0.380351	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	1000000	1250000	P5_INV	0.953569	23	35	339	478	0.414933	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	1250000	1500000	P5_DCIS	0.987505	10	25	97	160	0.377432	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	1250000	1500000	P5_INV	0.986274	6	17	43	63	0.40566	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	1500000	1750000	P5_DCIS	1.01972	30	35	392	670	0.369115	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	1500000	1750000	P5_INV	0.948081	21	26	203	360	0.360568	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	1750000	2000000	P5_DCIS	0.87847	4	24	45	53	0.459184	12	1|1	0.320065	2|2	0	2|2	0.297808	2|2	0.195104	2|2	0.187023
chr7	1750000	2000000	P5_INV	0.829125	3	20	25	35	0.416667	12	1|1	0.55936	2|2	0.279445	2|2	0	2|2	0.161195	2|2	0
chr7	2000000	2250000	P5_DCIS	0.934055	2	29	27	31	0.465517	29	1|1	0.320065	6|0	0	2|2	0.297808	2|2	0.195104	2|2	0.187023
chr7	2000000	2250000	P5_INV	0.868528	1	19	4	15	0.210526	29	1|1	0.55936	6|0	0.279445	2|2	0	2|2	0.161195	2|2	0
chr7	2250000	2500000	P5_DCIS	1.08143	6	45	112	163	0.407273	18	1|1	0.320065	3|2	0	3|2	0.297808	3|2	0.195104	3|2	0.187023
chr7	2250000	2500000	P5_INV	1.05358	5	38	78	113	0.408377	18	1|1	0.55936	3|2	0.279445	3|2	0	3|2	0.161195	3|2	0
chr7	2500000	2750000	P5_DCIS	1.12806	40	35	540	883	0.37948	23	1|1	0.320065	4|2	0	3|2	0.297808	2|2	0.195104	8|2	0.187023
chr7	2500000	2750000	P5_INV	0.982528	29	23	269	418	0.391557	23	1|1	0.55936	4|2	0.279445	3|2	0	2|2	0.161195	8|2	0
chr7	2750000	3000000	P5_DCIS	1.92066	15	68	335	692	0.326193	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr7	2750000	3000000	P5_INV	1.66613	14	44	210	410	0.33871	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr7	4000000	4250000	P5_DCIS	1.39786	17	70	439	760	0.366138	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr7	4000000	4250000	P5_INV	1.33311	15	46	244	455	0.34907	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
chr7	4250000	4500000	P5_DCIS	1.50711	6	63	130	250	0.342105	1	1|1	0.320065	7|2	0	7|2	0.297808	2|4	0.195104	6|4	0.187023
chr7	4250000	4500000	P5_INV	1.50258	3	42	46	81	0.362205	1	1|1	0.55936	7|2	0.279445	7|2	0	2|4	0.161195	6|4	0
