#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr8	52250000	52750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	53000000	53250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	53000000	53250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	53500000	53750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr8	53500000	53750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr8	53750000	54000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|1	0.1044	3|0	0.20668	1|1	0.0688117
chr8	53750000	54000000	P6_INV	1|1	0.179193	1|0	0.463232	2|1	0.0605726	3|0	0	1|1	0.297002
chr8	54250000	54500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|1	0.1044	3|0	0.20668	1|1	0.0688117
chr8	54250000	54500000	P6_INV	1|1	0.179193	1|0	0.463232	2|1	0.0605726	3|0	0	1|1	0.297002
chr8	54500000	55000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	54500000	55000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	55000000	55500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	55000000	55500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	55500000	55750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr8	55500000	55750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr8	56250000	56500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	56250000	56500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	56500000	57500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	56500000	57500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	58000000	58250000	P6_DCIS	1|1	0.231405	1|0	0.388704	3|0	0.1044	4|1	0.20668	1|0	0.0688117
chr8	58000000	58250000	P6_INV	1|1	0.179193	1|0	0.463232	3|0	0.0605726	4|1	0	1|0	0.297002
chr8	59250000	60000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	59250000	60000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	61000000	61250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	61000000	61250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr8	61250000	61500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	61250000	61500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	61500000	62000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	61500000	62000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	62000000	62250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	62000000	62250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	62250000	62750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	62250000	62750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	63250000	63750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	63250000	63750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	63750000	64000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	63750000	64000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	64000000	64250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	64000000	64250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	64250000	64500000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	64250000	64500000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr8	65250000	65500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	3|1	0.20668	1|0	0.0688117
chr8	65250000	65500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	3|1	0	1|0	0.297002
chr8	65500000	65750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	65500000	65750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	66500000	66750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	66500000	66750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	66750000	67000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	66750000	67000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	67000000	68500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	67000000	68500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	68500000	68750000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	68500000	68750000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr8	68750000	69750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	68750000	69750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	70000000	70500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	70000000	70500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	70500000	71750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	70500000	71750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	72000000	72250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	72000000	72250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	72250000	72500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	72250000	72500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	72500000	72750000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	72500000	72750000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr8	72750000	73250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	72750000	73250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	73750000	74000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	73750000	74000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	74000000	74250000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	74000000	74250000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr8	74500000	74750000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr8	74500000	74750000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr8	74750000	75000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	74750000	75000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	75000000	75250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	75000000	75250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	75250000	75500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	75250000	75500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	75500000	75750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	75500000	75750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	75750000	76000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	75750000	76000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	76250000	76500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	76250000	76500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	76500000	76750000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	76500000	76750000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr8	77500000	78000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	77500000	78000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	79500000	79750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	79500000	79750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	80250000	80500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	80250000	80500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr8	80750000	81000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	80750000	81000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	81000000	81250000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	81000000	81250000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr8	81500000	81750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	81500000	81750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	81750000	82000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	81750000	82000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	82250000	82750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	82250000	82750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	82750000	83000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|1	0.1044	3|0	0.20668	1|1	0.0688117
chr8	82750000	83000000	P6_INV	1|1	0.179193	1|0	0.463232	2|1	0.0605726	3|0	0	1|1	0.297002
chr8	83750000	84250000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	83750000	84250000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr8	84500000	84750000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	84500000	84750000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr8	85250000	85500000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	85250000	85500000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr8	85500000	86000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	85500000	86000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	86000000	86500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	86000000	86500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	86500000	86750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr8	86500000	86750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr8	87000000	87750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	87000000	87750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	87750000	88000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	87750000	88000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	88250000	88500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	88250000	88500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	89000000	89250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr8	89000000	89250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr8	89250000	89500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	89250000	89500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	90250000	90500000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	90250000	90500000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr8	90750000	91000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	90750000	91000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	91000000	91250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr8	91000000	91250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr8	91500000	91750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr8	91500000	91750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr8	91750000	92500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	91750000	92500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	92750000	93000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|1	0.1044	3|0	0.20668	1|1	0.0688117
chr8	92750000	93000000	P6_INV	1|1	0.179193	1|0	0.463232	2|1	0.0605726	3|0	0	1|1	0.297002
chr8	94000000	94250000	P6_DCIS	1|1	0.231405	1|1	0.388704	5|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	94000000	94250000	P6_INV	1|1	0.179193	1|1	0.463232	5|1	0.0605726	5|1	0	1|0	0.297002
chr8	94500000	94750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	94500000	94750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	95250000	96000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	95250000	96000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	96000000	96250000	P6_DCIS	1|1	0.231405	1|1	0.388704	0|0	0.1044	1|1	0.20668	1|0	0.0688117
chr8	96000000	96250000	P6_INV	1|1	0.179193	1|1	0.463232	0|0	0.0605726	1|1	0	1|0	0.297002
chr8	96750000	97000000	P6_DCIS	1|1	0.231405	1|1	0.388704	1|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	96750000	97000000	P6_INV	1|1	0.179193	1|1	0.463232	1|1	0.0605726	5|1	0	1|0	0.297002
chr8	97000000	97250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	97000000	97250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	97750000	98000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	97750000	98000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	98250000	98500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	98250000	98500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	98750000	99250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	98750000	99250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	100000000	101000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	100000000	101000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	101500000	101750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	101500000	101750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	102500000	102750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	102500000	102750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	103250000	104000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	103250000	104000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	104000000	104250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr8	104000000	104250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr8	104250000	104500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	104250000	104500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	104500000	104750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	104500000	104750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	104750000	105000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	104750000	105000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	105000000	105250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	105000000	105250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	105250000	105500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	105250000	105500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	106000000	106250000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	106000000	106250000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr8	106250000	107000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	106250000	107000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	107500000	107750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	107500000	107750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	107750000	108000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	107750000	108000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	108000000	108250000	P6_DCIS	1|1	0.231405	1|1	0.388704	2|2	0.1044	2|2	0.20668	1|1	0.0688117
chr8	108000000	108250000	P6_INV	1|1	0.179193	1|1	0.463232	2|2	0.0605726	2|2	0	1|1	0.297002
chr8	108500000	108750000	P6_DCIS	1|1	0.231405	1|0	0.388704	4|1	0.1044	5|1	0.20668	1|0	0.0688117
chr8	108500000	108750000	P6_INV	1|1	0.179193	1|0	0.463232	4|1	0.0605726	5|1	0	1|0	0.297002
chr8	109000000	109500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	109000000	109500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	110250000	110500000	P6_DCIS	1|1	0.231405	1|0	0.388704	0|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	110250000	110500000	P6_INV	1|1	0.179193	1|0	0.463232	0|0	0.0605726	1|1	0	1|1	0.297002
chr8	113000000	113250000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr8	113000000	113250000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr8	113250000	113500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|0	0.20668	1|0	0.0688117
chr8	113250000	113500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|0	0	1|0	0.297002
chr8	116250000	116500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|0	0.20668	1|0	0.0688117
chr8	116250000	116500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|0	0	1|0	0.297002
chr8	117750000	118000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	117750000	118000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	118000000	118250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	118000000	118250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	118750000	119000000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	118750000	119000000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	119000000	119250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	119000000	119250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	119500000	119750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	2|1	0.20668	1|1	0.0688117
chr8	119500000	119750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	2|1	0	1|1	0.297002
chr8	119750000	120000000	P6_DCIS	1|1	0.231405	1|0	0.388704	1|1	0.1044	1|1	0.20668	1|1	0.0688117
chr8	119750000	120000000	P6_INV	1|1	0.179193	1|0	0.463232	1|1	0.0605726	1|1	0	1|1	0.297002
chr8	120000000	120250000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	120000000	120250000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	120500000	121750000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	120500000	121750000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	123750000	126500000	P6_DCIS	1|1	0.231405	1|0	0.388704	2|0	0.1044	1|1	0.20668	1|1	0.0688117
chr8	123750000	126500000	P6_INV	1|1	0.179193	1|0	0.463232	2|0	0.0605726	1|1	0	1|1	0.297002
chr8	127000000	127250000	P6_DCIS	1|1	0.231405	1|0	0.388704	3|0	0.1044	4|1	0.20668	1|0	0.0688117
chr8	127000000	127250000	P6_INV	1|1	0.179193	1|0	0.463232	3|0	0.0605726	4|1	0	1|0	0.297002
